order_id,product_id,add_to_cart_order,reordered
1943119,9941,7,0
87739,17096,18,1
1507931,43772,1,1
1800653,35855,5,0
233536,38226,22,0
333124,42265,3,1
729932,30696,6,1
1931035,15954,16,1
2850755,9106,10,0
660702,4605,5,1
213264,24830,5,1
2677079,8277,4,1
629227,23986,9,0
2533795,45007,2,0
146290,24852,3,1
1820197,9584,2,1
270730,3999,1,0
212512,42736,4,1
1853823,28993,10,0
2405145,6104,2,1
3256499,663,7,1
1833635,45007,3,0
2346966,27966,6,0
2374261,17794,6,1
2998758,28985,16,1
582847,11598,6,1
147917,37836,15,1
3012237,8069,4,0
3005198,41844,10,0
24968,48679,24,0
1033000,41950,19,0
1000578,43662,5,1
1804574,16185,18,1
1297755,19894,16,0
2979930,39877,11,1
669005,15139,9,0
3210585,28289,23,1
2820449,44142,4,1
2225508,3434,8,1
772429,40396,3,1
1039817,29223,3,0
786886,42323,7,0
2952188,5876,1,1
3217534,24852,1,1
880140,21386,22,1
3155338,2050,5,0
1479581,37158,16,1
131674,9871,4,0
232155,11759,3,1
2489145,44628,5,0
899507,4221,7,1
609984,43193,13,1
887031,13799,11,0
1635216,41276,1,1
3008116,21261,23,1
2091968,37355,17,0
187518,34243,1,1
3174337,10132,9,1
2465745,23296,8,0
3167538,17072,13,1
1561827,27548,9,0
1022372,31506,7,1
549332,38159,4,1
2183508,47144,1,1
1806738,44234,16,1
1512476,49668,8,1
3197142,39465,23,0
2094551,24680,3,1
1852530,45007,29,1
625501,11576,13,0
1614543,8475,13,1
2886027,5646,14,0
684329,16797,7,1
1433881,21903,10,1
594305,8424,11,0
2394253,21903,9,1
2697324,47977,2,0
3350936,30776,1,1
144032,43826,15,1
112399,44142,7,1
1763390,30827,1,1
2624038,1360,6,1
659055,19821,13,1
3034825,29527,5,1
139652,22328,10,0
2666304,21043,15,0
2964183,26384,2,1
727184,13176,7,1
737585,45447,8,1
3230457,42585,25,0
253329,36869,8,1
2709946,40198,1,1
1150370,14901,4,0
2794736,15924,6,1
1411250,16185,3,0
2784441,19816,5,0
1028627,27741,6,0
874388,19309,15,1
656865,39448,4,1
1351140,33788,12,1
2731146,12409,1,0
3084542,10749,7,1
1834931,27521,13,0
1139582,48857,1,1
1030220,27845,4,1
1051630,9000,5,0
1127077,15290,14,1
3262152,13176,4,1
2312522,22675,8,1
1186579,12941,7,1
118542,49236,14,1
3264957,28411,2,0
959236,12113,10,0
810981,14764,1,1
2304789,26177,21,0
3221723,15097,12,0
2634002,31444,17,0
3390486,30839,20,0
420779,43154,2,1
1616803,890,7,1
2905533,41096,4,0
1544721,27241,5,1
960558,35168,15,1
3264024,16083,11,0
2710948,18583,9,1
3376221,25931,2,1
35996,15028,2,0
2324565,12576,1,1
1912882,27790,10,0
413149,3826,7,0
469780,16797,5,1
2368300,12706,13,0
1209839,32985,6,0
430232,29487,6,1
496210,6890,10,1
1146667,2151,12,1
490222,36624,7,0
3270821,13807,13,1
2260813,3717,11,1
424434,21288,3,1
2587815,11005,13,0
1730089,27521,11,1
62729,10371,2,1
1962646,4605,14,1
1183683,21497,6,1
2690264,30532,1,1
624508,39545,20,0
2503488,16920,6,0
2099162,32714,2,0
701443,21927,25,1
624385,397,4,0
1368264,14399,2,1
2645309,5764,1,1
876653,24489,3,1
1281757,25872,1,1
1565196,26113,15,1
1334070,47034,5,1
1695533,46960,4,1
2194519,39964,18,0
3192612,22170,27,0
2782690,46149,2,0
1445503,39596,2,0
2843174,29223,5,1
804769,42701,16,0
2058696,46061,3,1
3277556,20720,28,0
770991,27086,3,0
2677123,4605,4,1
473437,6182,5,1
808359,10690,8,1
1148393,12315,5,1
1507296,31717,7,0
2764728,41606,5,1
1878036,40545,7,1
25006,46650,10,0
1125109,47422,6,1
2207440,44368,4,1
291763,31808,4,0
769200,14850,6,1
1767833,21137,7,1
1292923,42598,12,0
225829,47766,2,1
487414,42265,12,1
2353758,31612,5,0
235687,890,2,1
1180263,43122,6,1
203828,4421,1,0
2131523,18637,6,0
396721,31805,9,1
226774,31717,9,1
716061,33222,3,1
980997,21009,14,1
1635430,28,27,1
2608166,27824,2,1
1715907,17008,10,0
1753708,25466,6,1
341456,37646,7,1
203967,40194,4,1
1870751,12341,6,1
2347708,43961,29,1
132368,27044,10,0
3381798,16276,10,1
1816853,14536,5,1
2507416,5684,7,0
403053,25466,14,1
784449,47209,17,1
1892242,8424,6,1
678509,45066,3,0
3007866,38141,30,0
2241606,43122,7,1
2463985,34358,4,0
2908596,42110,4,1
1513008,27307,4,1
1045783,5876,6,0
467577,5262,3,1
2975122,35199,4,0
3330996,21137,3,0
4577,39561,14,1
488558,46935,3,1
2211066,31720,1,1
3178725,20114,16,0
1102042,12232,3,0
2363354,45066,1,1
870876,37276,1,1
3047334,17191,18,1
3227691,35951,2,1
2137561,17871,2,1
951270,3583,1,1
1965959,24852,8,0
866000,27104,4,1
233409,22935,1,0
890024,18362,2,1
1269460,22046,6,1
238012,49247,3,0
10859,31769,6,1
1623952,22828,4,1
289481,12456,4,1
2154594,27344,15,1
2358149,35629,27,1
882899,28745,3,1
2458750,45761,4,1
2981658,13176,9,0
1430392,20378,3,1
2073291,47626,21,1
1447707,45603,1,1
2586394,45210,3,1
2723341,43154,1,1
3212753,15613,10,1
1264761,7948,20,0
204143,27832,2,0
1211780,34590,16,0
1626561,33098,16,1
2982991,21137,20,0
2018252,39928,27,0
1717588,5315,15,1
2681449,22328,6,0
2688341,45007,11,1
1107986,16797,4,1
2068014,13255,13,0
243966,3216,15,0
2187602,13198,1,1
3136249,20015,10,1
2615407,45205,18,0
1347704,4541,1,1
3240027,24933,11,0
181872,6128,4,1
1660302,47144,1,1
235772,18268,7,0
26611,40493,9,0
805572,10255,5,1
2756473,8518,16,1
243867,35336,3,1
1785661,44471,3,1
1758277,37939,2,1
2306522,27104,28,1
1712600,28918,1,1
630634,11288,7,0
2524486,48364,1,1
1409183,24009,13,1
624121,46979,4,0
2712369,31528,6,1
3342534,13848,16,1
1429662,47626,19,0
2253013,37687,3,1
833286,347,6,1
2018637,890,3,1
809803,24184,6,1
121007,39646,16,1
952578,35629,20,1
7627,37307,14,0
757437,10,9,0
2546844,13176,6,1
2897555,6991,12,1
1337743,22825,10,1
1686545,17794,9,0
896184,945,5,1
547558,23898,22,0
2578431,46107,8,1
680751,14332,10,0
654558,39619,8,1
779106,38250,19,0
1601796,8174,7,1
1148059,39877,1,1
2739772,13176,1,1
1871132,9058,9,0
929280,41991,11,1
223435,24204,5,0
3403176,7189,17,0
812112,35053,2,1
2161504,27933,14,1
118882,7860,23,1
715664,46979,2,0
674839,49628,1,1
2834473,31096,4,1
1241616,12857,13,0
2607614,35622,5,1
1606789,22935,15,1
622959,25533,3,1
1688825,21903,4,1
2964746,29840,12,0
646139,20734,11,0
1317809,3221,2,1
775585,11380,3,1
1889546,44533,3,1
902928,24964,21,0
3270821,48523,11,1
3047678,7722,14,1
271759,8192,8,1
3082307,11487,6,1
3111840,35124,5,0
2991543,25407,3,1
2936613,47209,16,1
2654597,23079,3,1
3128189,30664,11,0
1140100,2966,2,1
3001424,6873,12,1
2275841,7131,3,1
2983885,46572,12,1
1221488,16349,25,0
1335405,39408,1,0
2782044,21333,23,1
974612,13176,4,0
1404411,49131,3,0
1416933,17122,1,0
242456,21903,4,1
2421712,12807,1,0
2590769,9076,6,1
1906227,48220,3,0
1260728,35507,7,1
2087573,48123,1,1
1186052,39275,7,0
2269673,4920,17,0
2522312,21137,2,1
1150322,8277,8,0
655083,18479,22,0
2623821,43352,3,1
968856,30774,9,1
1893406,31343,5,1
3061030,28204,11,1
3336905,10831,2,1
2985264,17948,1,1
2945282,36550,13,0
749957,10831,8,1
585648,22935,11,1
2258779,27104,6,1
2041446,9020,10,0
2322613,43565,28,1
192627,13176,7,1
2951539,8996,23,1
324108,11865,15,1
2915827,35619,7,1
3316166,11885,2,1
2804975,47626,17,0
1970390,38689,4,1
162949,29987,5,1
1395075,17819,39,0
919453,15872,1,1
1215420,25232,1,1
2430239,20876,27,1
2681541,31995,13,1
2687696,5450,6,1
2762240,43705,2,1
1979981,25890,9,1
2321616,16145,4,0
1211514,43279,8,1
74328,24830,9,1
1299951,37646,10,0
2952892,28156,16,0
2903040,5785,12,0
1350653,47433,2,0
1069408,5449,6,1
2243546,20478,5,0
1640769,1360,14,0
2141359,14678,10,1
3001301,39953,14,1
1019321,29239,7,0
601197,15290,5,1
1385109,19488,3,0
1083666,44799,12,0
1326202,48171,10,1
1113326,40706,5,1
28419,14715,2,1
1683251,14999,8,0
120352,10603,5,0
2345564,18564,1,1
1599951,34590,14,0
1307492,30949,6,1
1459231,7021,3,0
1647695,35221,7,0
1970722,9076,10,1
280232,23516,14,0
2552341,24852,3,0
2769095,43713,13,0
1145888,13176,3,1
1311102,35347,2,1
1592887,1559,3,1
3284682,22935,2,1
2140407,18625,11,1
2158528,25579,4,1
2690954,20361,5,1
239181,28199,6,0
2952562,28498,1,1
968977,40691,6,0
2103408,34449,22,0
1800467,27845,4,1
3135206,28882,1,0
240908,47626,3,1
2750586,5337,2,1
259051,39922,11,0
276134,46590,6,1
3387730,17941,63,0
2438603,27845,4,0
1743049,43183,8,0
2143514,34128,16,0
3051867,13176,1,1
1987398,691,9,1
575383,27086,22,0
2345711,22312,23,0
2322956,39619,2,0
2352905,5077,8,0
2820773,8472,19,0
632647,6193,20,1
411064,37646,14,0
1874034,27307,1,1
252794,27966,10,0
2221274,44053,7,1
1422902,49355,3,1
2719774,8859,3,1
2656074,13176,2,0
1311640,39803,8,1
2256731,24964,2,0
2272829,38200,12,1
24898,27966,3,1
2446145,47144,3,1
684645,46906,3,1
36529,16616,30,0
1334070,47772,14,0
2371991,32864,3,1
2094325,10644,23,1
1021436,24852,3,1
2620951,43122,1,1
906583,7267,9,1
2533297,44910,5,1
1759758,27454,23,0
3400225,31927,1,0
2337913,19057,3,1
509292,24964,10,0
3171310,79,8,1
462740,25763,3,0
3184117,16797,3,1
2389086,46061,2,1
1102354,2078,9,1
806320,18389,2,1
2427805,7381,32,0
2478246,39975,1,1
1566331,9387,4,1
925104,10749,8,0
2028141,43352,1,1
2554364,8277,7,1
2642015,2855,2,1
1732701,27555,15,1
3054797,39921,2,1
12950,44880,20,0
1786077,22224,1,0
1152351,25936,4,1
2433159,6452,5,0
604691,33216,6,1
1032245,19967,11,0
783391,3849,2,1
1989120,43129,2,0
1772885,5068,1,1
162949,13829,7,1
3088960,37067,9,1
901252,6755,3,0
1288499,1640,11,1
274895,25882,2,0
3225342,24852,7,1
2059729,38944,8,0
1175871,47626,9,0
1277905,34530,14,0
624954,15424,1,1
1182620,1408,13,1
1352123,8442,26,0
570419,22035,6,1
1924283,21903,4,1
2036571,28985,13,1
249991,21137,8,1
446387,47993,31,0
2858571,8193,30,1
1767074,41276,1,1
3307009,22920,12,0
2692606,35512,21,0
2243054,16398,8,1
1519750,28985,2,0
959622,44292,12,1
422424,32573,1,0
88410,8671,26,1
1115197,27966,4,1
3160975,12226,1,0
582921,43768,11,1
2150720,37839,6,1
1603834,17209,11,0
3051168,42614,8,1
1255866,35269,1,0
2317763,1999,1,0
1049709,27877,6,1
934762,30668,4,1
78467,27845,14,0
2682845,42828,30,0
2646462,4605,4,1
2770273,47111,7,1
1216338,27548,15,1
525954,46023,10,0
1551375,17316,1,0
2501747,8519,16,1
3155460,44292,10,1
1883509,40868,5,1
2727348,7500,4,0
1422011,38739,6,1
83526,4942,3,0
1281182,37371,21,0
3262270,37718,14,0
3260492,7628,3,0
2176178,1408,9,1
3321146,24964,6,0
1824837,43129,6,1
27374,6187,23,0
2958030,19171,2,1
1183305,18615,1,0
38371,30233,2,0
493694,8309,2,1
1561581,37029,2,1
519155,35547,6,1
1989223,36724,16,0
2523656,20114,9,1
2394955,21176,9,1
1530381,5380,15,1
2151471,46058,2,0
2807393,37795,6,0
3392656,14778,2,1
391622,3254,2,1
2019372,27951,7,0
820904,37769,7,1
791562,33827,2,1
2657559,26128,6,0
2991575,25582,19,1
2817674,35887,12,1
701726,36205,11,0
3350773,24654,16,1
3379562,16793,11,1
960558,34969,13,1
57296,4920,4,1
321809,13176,1,1
3029252,14778,18,1
1466320,30233,3,0
312020,29487,9,0
1456469,28849,11,0
1619029,45007,7,1
1667549,27356,3,1
1445653,29898,4,0
3202482,19051,12,1
506724,12508,11,0
2163832,22963,1,1
42205,10492,11,1
901946,49683,1,1
3148178,34428,18,0
2999814,5353,5,1
1504305,12481,3,1
1847421,33362,1,1
1790919,29615,3,1
3198689,1875,8,0
3080336,46703,1,1
1467709,15576,18,0
1771783,33172,5,0
1161393,28601,18,0
383180,32052,10,0
2965981,42629,5,1
1318485,3952,16,1
250611,33401,24,1
873499,7503,7,1
1493606,13834,3,0
1356436,25466,4,1
2946147,17062,27,1
3062488,5652,22,0
3096051,27012,2,1
95903,10603,10,1
930533,13885,5,0
3418547,23315,9,1
1170923,42205,17,0
3318405,19424,24,0
1534161,24852,4,1
2603671,34126,5,0
1273117,34147,3,0
2184541,12658,5,0
3371257,47877,1,1
3002102,15115,19,0
159292,6991,1,0
2494990,47209,2,1
139099,16797,1,0
1937518,35221,9,0
869884,16384,32,0
2794380,24184,16,0
287254,8744,7,1
537733,24009,8,1
1990047,12545,3,0
409406,18851,5,1
2895887,19006,4,1
2788038,13924,8,0
1364513,9076,6,1
2993876,2187,2,1
417981,27629,23,0
212312,19691,9,0
392194,1695,2,1
2728498,45496,13,0
2492807,32175,2,1
1459164,47086,3,1
519937,31717,3,1
699826,2962,5,1
787257,24235,4,1
925534,2966,1,0
135821,5895,5,0
3414205,42286,12,1
1572347,23543,6,0
2668047,27156,14,0
628666,6852,3,0
1013404,27360,9,0
1175994,39984,13,1
378918,27845,2,1
744638,4938,9,1
3374474,3957,4,0
1052691,47144,27,0
3380960,27323,5,0
3322557,30668,9,0
2875751,16584,9,0
1281335,20940,4,0
2229527,2495,2,0
2686168,16797,2,1
2645806,26900,14,0
67462,15902,2,0
2188166,7781,4,0
2166356,19348,6,1
989699,14218,10,0
3129837,40627,8,1
2452393,5652,2,1
225133,14147,12,0
1046551,21463,2,1
1470924,2566,1,0
3236084,35297,5,0
674996,25551,16,1
508622,34969,12,0
3174195,32134,2,1
1449277,47229,23,1
588807,47626,5,0
3030734,1205,7,0
48472,47209,3,1
21461,46906,1,0
482174,40604,12,0
852405,12859,12,0
2534217,1969,9,0
2492627,29901,9,0
1503073,26209,15,1
230502,48726,3,1
2833925,4138,9,0
342717,26047,4,1
2537922,25138,7,1
935947,24852,10,1
1254071,30489,12,1
1704046,35251,15,0
2450994,6849,2,0
225716,34243,9,1
1512475,21137,6,1
1756006,34619,9,0
1528088,34358,7,0
2909566,48551,3,1
374310,39550,11,0
220451,18844,7,0
2834138,20211,3,0
488743,23630,5,0
2677911,11030,4,0
573127,30492,2,1
1743897,23909,2,1
1391005,19048,3,1
964894,13176,12,1
2417011,12075,3,0
208876,34650,18,0
3418884,33000,9,1
794766,12766,8,1
2873326,34358,12,0
1614501,27104,4,1
1427278,43070,3,1
1548015,5737,9,1
2618387,611,2,0
2595182,13176,2,0
1461736,8193,7,1
3030507,43205,3,0
773853,19057,6,0
433214,9172,3,1
824598,47766,14,1
770499,3442,6,1
1913753,43129,18,1
1496449,37642,17,1
1165352,30827,3,1
2305472,29487,12,0
2354850,47626,3,1
1913002,24852,3,0
133823,14401,14,1
731031,27278,9,0
80678,47626,10,1
3203713,20281,15,0
555427,21137,11,1
1339862,36919,25,1
2678748,4451,12,1
2712054,47209,2,1
169053,15872,11,0
2709756,35752,8,1
1491774,16696,18,1
1292077,16349,7,0
1189808,41220,8,1
3251226,1313,6,0
3303619,28999,5,1
1776618,38288,5,0
2852671,5373,6,1
1605416,47652,2,0
1191935,10310,11,0
569431,28842,6,1
1368225,38383,7,0
1051539,37220,4,1
1143,25466,17,0
2135316,29487,9,1
3406057,7628,4,1
958838,34503,4,1
2849617,12347,4,0
478832,41276,2,1
2943767,38884,11,1
921138,32931,22,1
1256051,24852,5,0
276134,24852,4,1
2505040,16696,2,0
1810046,32478,5,1
2773952,48679,7,1
169581,29871,24,0
1628699,34160,1,0
2066330,37886,9,1
1390087,30776,4,1
2721915,7521,6,1
3413720,47063,5,0
1899820,48600,10,0
1116599,7353,12,0
2524794,41276,1,1
3402029,27985,4,0
2747684,24009,3,1
288258,14897,18,0
85974,11461,1,0
237856,31130,5,0
2315184,46056,6,0
521761,16273,16,0
3380157,36207,3,1
1033713,9421,1,1
1896073,9366,5,1
2459744,21573,15,0
270320,30664,6,0
3144415,8518,17,1
960843,42058,2,1
1056653,21083,6,1
1178520,31215,23,0
1921157,46979,4,1
609012,32035,5,0
713600,49111,27,0
1815497,20502,7,1
454134,13629,17,0
1840776,48707,3,1
93997,43263,14,1
2804578,2238,19,1
2172712,26348,1,1
1894511,23803,6,1
1902720,28842,16,1
1971651,25890,14,1
2170544,42265,12,0
188889,42265,10,1
3305741,5479,2,1
2675439,39475,5,1
476887,30391,5,1
531241,35909,1,1
57869,32177,5,0
2177213,41588,26,1
795622,16145,25,0
1069408,35898,9,1
2744791,49610,1,1
2972276,42356,9,1
3235787,43122,1,0
2503635,31717,5,1
3396215,29752,3,0
590083,28420,2,0
1415004,46979,11,1
1905771,14850,7,1
948695,33746,18,1
1078987,7090,3,1
1281182,21011,8,1
2538641,34781,8,0
2977085,40538,4,0
3306985,35140,11,1
1499337,4317,22,1
3103297,5516,23,0
1216743,30142,3,0
1445427,4920,9,1
2611260,22035,22,1
2318058,44075,5,1
832910,45066,3,0
1033511,11440,13,0
1770382,13535,12,1
1236837,16611,7,1
2389585,26062,2,0
2989856,30777,2,0
2823183,47209,5,1
2736250,5194,4,0
3129237,45007,6,1
2676475,24852,15,1
3257359,15902,8,1
2561295,8758,6,1
467166,9689,4,1
3155460,34126,15,1
1797050,41787,8,1
3284158,21938,12,1
2653872,19478,12,1
965631,13481,1,0
3235254,7042,12,1
136932,24852,2,1
2069718,43129,7,0
2249814,334,2,1
3264671,28849,5,1
2703045,24826,8,1
58387,16185,6,1
1022232,45869,17,0
1537770,21903,3,0
769965,34809,32,0
637232,13203,3,1
548662,42240,7,0
1567487,43351,9,1
