order_id,product_id,add_to_cart_order,reordered
3073850,6948,1,1
2882128,26351,12,0
1629531,31869,2,1
3172532,16185,5,0
1263816,36463,5,0
1842073,40310,9,0
139579,47209,6,0
1120798,4920,4,1
2123377,37646,17,0
42632,41273,18,0
818559,21295,4,1
546290,39928,3,1
1474014,28157,2,1
1799995,4421,13,1
2601529,23531,15,1
637992,17122,2,1
2459530,26090,4,1
3124638,47766,2,1
198994,49236,5,1
1637196,18288,1,0
2006025,4605,4,1
269005,19863,1,1
2757762,30036,1,1
3353330,18883,6,1
2455727,35123,9,0
1337443,22825,16,0
2682833,24852,2,1
2804247,37158,4,1
15621,27596,15,0
2020551,48112,13,0
2473949,350,4,1
2561219,11182,13,1
2707110,40706,14,0
1474201,25886,19,0
3041041,21137,10,0
2296970,18027,16,1
612645,23148,2,0
46710,41950,3,1
3288965,47209,2,1
3247281,47626,7,1
2181040,920,4,1
3395346,7051,24,0
2799611,4605,4,1
2043707,24852,3,0
2783288,46906,7,1
1622843,18281,26,0
136308,9006,1,1
698289,2596,1,0
1794629,45009,8,1
958270,17027,10,1
551834,8859,9,0
1114823,47766,1,1
402959,21883,1,0
1427024,20842,4,0
1914411,30169,9,1
2873950,35951,5,1
1687550,31766,20,1
1963908,18370,4,1
1947129,26283,8,1
50643,16830,16,0
3093277,47766,2,0
229225,46584,44,1
2804012,29574,4,1
2443065,45066,4,1
928791,6740,3,1
430868,13166,12,1
2511194,33571,7,0
2875475,22935,4,1
1878534,38312,20,0
2675837,26172,16,0
120223,49621,2,0
20141,27966,1,1
1321980,31562,4,1
2945793,21288,8,0
214624,13176,4,1
646755,33754,14,0
2894089,41220,11,1
2373775,33120,2,1
2372380,1932,13,0
2942470,24184,2,0
511199,19057,3,1
1228463,18027,17,1
1586755,5652,12,0
1004434,44150,2,1
2480802,15176,15,0
1284149,39877,5,1
1209525,26604,13,1
1870623,9438,4,1
1116572,35045,18,0
1054163,38256,11,0
1954142,26209,18,1
1527682,17122,1,1
1860189,42445,1,1
2405359,27801,5,1
3086125,8277,5,0
2518407,22935,2,0
335838,48784,11,1
3195103,21903,5,0
274620,5450,9,1
21154,46969,7,1
1448621,6948,6,0
1061227,13909,3,0
3136765,29609,17,1
2066123,34358,31,0
2676893,40357,13,0
2989817,36333,7,1
2878787,48745,26,1
2492408,24852,13,1
1999380,42719,1,1
126366,2452,3,1
558990,38164,16,0
3134046,3801,5,1
55036,33351,24,1
435918,8571,3,0
3158824,28458,7,1
1116246,9825,2,1
35885,28842,15,1
3252944,5618,2,0
1146883,26783,5,1
1504644,24852,5,1
454339,42442,1,0
2554173,26209,17,1
813601,23376,13,1
1579973,6347,1,1
3237312,29078,2,0
227440,45007,9,1
1093530,34078,4,0
2163833,31215,1,1
645519,22260,12,1
1891338,34217,5,1
2963489,46673,12,0
2116156,29894,8,0
641233,5499,2,0
1405558,47766,20,1
2852823,36764,15,0
436870,39928,7,1
1251408,850,5,0
3335887,8424,35,0
8261,23623,16,1
36295,13176,4,0
1133299,36695,8,1
2700638,43352,9,1
3137775,5390,2,0
977476,48568,8,1
2857056,15689,7,0
3291374,24852,6,1
3269467,44628,7,0
2190546,8203,40,0
2077240,19634,4,0
1740027,2205,5,0
3418072,49327,2,0
1382839,432,6,1
2946548,45200,2,1
3236204,20734,11,1
1960575,39928,18,1
380961,21137,6,1
920993,19311,12,1
3394112,11679,8,0
1989444,9077,12,1
2035448,19781,7,0
710141,24497,2,1
190276,48476,12,0
3354389,26384,1,0
771192,21137,8,1
528135,16525,4,0
1112625,14992,8,0
3154184,9387,7,1
1452868,26209,27,1
295450,30489,4,1
2936332,12481,3,0
1170937,24852,1,0
955891,22260,1,0
657092,27179,1,0
359650,277,6,1
2642495,20754,18,1
974718,21077,3,1
2681944,43417,10,1
2841427,45134,22,0
225844,8617,1,1
1359409,24838,7,1
3139067,11440,19,1
355992,46884,4,1
3412437,40910,1,1
61424,31759,1,1
90772,14979,1,0
1969304,43086,9,1
656961,28647,1,0
2128877,2452,10,0
1152979,24799,3,1
1291943,43734,1,1
922699,45050,6,1
758683,39249,3,1
2449894,38368,1,0
2697640,19660,25,0
3217323,10914,18,1
2790,45200,4,1
2233258,8460,3,1
33117,2086,23,0
1321523,20761,10,0
3343312,3265,6,1
2099752,15902,1,0
1384265,30391,3,1
848668,13176,1,1
3345107,11417,2,1
2650467,21903,7,1
1019486,21137,6,0
2671787,49235,3,0
2734211,43662,8,1
2316719,6046,1,1
1449499,41874,9,1
2188449,24489,11,0
1921857,48935,9,0
1515773,7751,21,1
113089,3952,12,1
1887224,21198,1,1
2964476,15658,11,1
530071,18564,2,1
1802516,13176,6,1
3184007,25588,9,0
211322,27142,22,1
2945239,13079,8,0
2048743,28210,11,1
2761542,44156,9,0
2446830,16797,5,1
2339372,13176,13,1
413197,21267,11,1
2913752,34358,9,1
912704,3880,5,1
1907703,44614,3,1
1179126,8518,3,1
2091830,27243,7,0
2218474,22113,12,1
1051299,12250,10,0
723994,17631,2,1
436998,22849,11,0
742100,16759,4,1
2481007,24852,5,1
3161581,39844,22,0
700002,30489,3,1
3378613,49215,1,0
1169967,47209,11,1
633278,1503,3,0
2179298,15462,3,0
1276666,44943,13,1
1386383,20281,4,1
958523,21246,8,0
1305895,37766,4,1
1203940,49683,4,1
2369,25685,15,0
667966,33791,11,1
3353574,3583,2,0
836308,12576,1,0
2574281,20734,1,1
253445,21626,20,0
1656529,38544,4,0
2989946,42625,10,0
437547,12817,21,0
3052279,1757,11,0
571877,40749,12,0
1240041,12916,7,1
2657326,40939,3,0
2581870,2314,13,0
1949741,26369,7,1
3201431,20114,13,0
219827,33894,8,0
2437564,18691,2,1
2275306,4086,1,1
1459196,29256,9,0
460791,47290,13,0
2749137,13176,3,1
3228562,46052,1,1
237113,48171,4,1
2493172,38241,1,1
2628303,22713,3,1
1960893,18629,5,0
1544532,8571,5,1
2445799,22959,1,1
2156377,18926,2,1
2287155,7693,1,1
2300662,22142,13,0
3268775,33452,1,0
1638198,41844,20,0
905951,14668,2,1
3322382,36735,7,1
545701,32387,3,1
236483,47500,8,0
1423864,17118,7,1
27299,29732,9,0
1107958,23430,7,1
1833128,8174,5,1
2614185,27966,7,0
30667,37288,8,0
1646518,38293,9,0
667625,16797,2,0
2052888,14814,4,0
754158,44422,31,1
720343,28200,7,0
136713,26911,5,1
3338251,47209,30,1
1232864,44359,3,0
2558126,40706,6,1
415367,14233,1,0
3344324,17631,2,1
790421,24197,2,1
7534,19863,5,1
976381,9634,4,1
1938477,21479,15,0
1789352,39678,12,1
1819516,23375,15,1
2357163,45169,7,0
2296304,21115,12,0
1382204,28413,4,1
1076321,329,3,1
3036268,17461,6,1
2673808,12459,8,0
900755,42445,3,0
1304507,32732,9,0
1059644,18168,10,0
2948730,21903,6,1
1532680,30277,16,0
2044170,12011,1,0
2912524,28836,4,1
2685265,8277,5,1
566998,27845,4,1
1845379,5716,3,0
1556580,13176,24,1
2351369,43740,2,1
2030654,11121,1,1
929225,26055,6,0
70648,33401,3,0
18723,19173,1,0
580102,9421,2,1
975780,19660,4,1
690465,41220,1,0
415069,34160,5,1
2797728,1408,9,0
1634717,48057,6,1
1417586,31506,14,1
38676,5876,8,0
1505159,5886,10,1
1568671,35986,4,1
713396,6184,3,0
1850705,47766,9,1
531315,39430,2,0
300668,890,10,0
1627959,17003,3,0
3011909,3039,9,1
2168002,15399,7,0
102802,32689,4,1
2696189,14462,13,1
22474,16168,11,1
1017812,36943,1,1
2435871,1700,9,1
879374,7179,3,0
1194111,17794,10,1
979064,36005,22,0
157944,28204,8,1
3380120,47668,10,1
87498,22128,14,0
1342127,31623,1,0
722623,22504,2,1
127187,6182,1,1
2757714,20955,1,1
260905,38293,20,1
3386577,3664,4,0
470258,20842,2,0
2601448,26312,5,0
1638014,4920,6,1
1913590,34362,48,1
973724,40706,11,1
2517313,13022,6,0
936002,33000,4,0
1929383,47626,1,1
3255776,3957,1,1
2822646,26558,5,1
1055923,24605,30,0
711191,2078,2,0
2604252,4920,4,0
126025,38620,1,1
861150,12341,7,1
767847,16019,2,1
3411864,24062,3,0
3377273,35951,20,0
891007,43263,3,1
462563,38357,20,1
2235460,8475,32,1
1361866,46979,1,0
117316,13629,21,0
934839,17454,2,1
1870555,41890,6,1
1157036,15438,13,1
238298,3952,3,1
2622294,45007,2,0
3328873,21295,8,1
2159281,28849,3,1
1247311,35782,14,1
2003843,48364,6,1
2967413,13575,1,1
2767123,2846,14,1
1580358,28204,7,0
2285965,39877,2,1
2110733,21938,4,1
2996337,1578,7,0
133932,28985,4,1
1200851,47521,10,1
1669565,49326,6,0
2191803,23405,18,0
2156543,39549,1,1
1037261,3990,6,0
198416,14945,5,0
1367362,36117,11,0
540052,41950,20,1
665569,23368,11,0
2392633,21009,10,1
1295774,43662,29,1
3234459,14577,3,1
447000,47626,2,1
1517038,34358,4,0
173489,46654,1,1
3314750,11182,41,0
435473,25197,14,1
366910,24852,2,1
30486,13176,4,1
2694972,14129,3,1
2536360,13176,10,1
3404857,32134,7,1
3025741,27966,1,1
263987,4056,10,0
761784,27903,8,0
3330004,4920,5,0
3330929,24852,6,1
85331,34134,15,1
964248,25069,2,1
3047846,18272,1,1
3088767,2078,18,0
2956288,49683,4,1
2894069,44570,18,0
2010118,46069,16,1
1925808,5582,3,1
1986581,29898,8,0
2264123,33000,3,1
1994465,26521,8,1
2467262,31970,10,1
3034934,7041,7,0
43167,43295,10,0
2674263,33000,8,0
1459718,31343,9,1
519979,24852,9,0
2248107,536,4,1
97541,21938,8,1
1142139,48781,4,1
883398,35756,1,1
3145322,38419,8,1
2170740,30391,7,0
1431558,8174,12,0
1857785,5077,8,0
3183254,46584,4,1
2737015,16283,2,1
1288601,34128,6,1
1923035,28465,5,1
2021627,23288,1,1
867966,18465,5,1
2815738,24186,13,0
316673,31869,10,1
3376323,5428,2,0
3369941,33671,9,0
2279422,10132,2,1
2883756,1631,2,1
2385783,40516,4,1
1577842,12508,21,0
1391693,48808,4,1
306089,22915,9,1
2159306,21526,19,1
1314877,5612,14,0
2824160,49683,10,0
765722,39993,3,1
3001205,23405,1,0
1867089,31717,7,1
1528880,45051,6,1
368609,33162,10,1
1044546,3599,14,1
168486,15937,11,1
2729304,49235,2,1
289274,40753,5,1
485305,5460,15,0
790149,46654,2,1
2645715,39249,30,0
1652079,15649,3,1
2306870,28985,5,1
2456053,44051,1,1
1963864,39781,22,1
1660452,1185,1,1
2550003,1744,3,1
3359418,21292,1,1
269984,10749,13,0
2261009,18660,1,0
3353338,32717,3,1
2958951,49247,13,0
2062430,19604,9,0
807971,24841,2,1
2829837,35535,2,1
2511218,26521,13,1
2023587,16349,2,1
351235,3880,2,0
3234192,449,15,0
1088978,31258,9,1
2542261,33468,6,1
88525,42736,8,0
2348488,33754,5,0
1597754,24506,9,1
340625,49683,8,1
199984,30440,2,0
816060,37638,6,0
3239283,27316,9,0
1518821,27323,3,1
12547,41544,13,0
1476914,8277,13,1
257892,46779,5,1
1438219,33754,9,1
2235899,27078,1,1
1717690,45948,8,1
2267453,13176,4,1
22833,17948,16,0
2507503,28299,7,1
1474747,9036,9,1
847794,31504,10,1
831860,20082,11,0
88175,40469,6,1
406007,2962,2,0
2604803,8087,10,1
2557096,24852,8,1
2303796,18849,7,0
1655046,44116,2,0
1437553,8048,3,1
2796061,39877,8,0
1417528,21331,6,0
1176155,24184,2,1
801422,31553,14,0
2915872,41483,3,0
1525580,31960,15,1
3151091,39408,16,1
232240,33000,4,1
1328330,21137,11,0
208559,14761,17,1
1716693,32099,10,0
2329995,14992,18,0
2851795,22736,2,0
1043608,43004,26,0
2830213,24184,11,1
3083377,5605,3,0
1950541,4498,20,1
1522322,34126,4,0
1058904,29807,1,1
817730,24964,4,1
1873395,5212,2,1
134709,43961,9,1
1090055,9124,10,0
2855703,17630,2,1
1010346,14905,3,0
2162821,40342,7,0
390889,29127,1,1
292249,10108,10,1
1798289,9623,2,0
3251561,13431,5,0
2191678,7241,8,1
324066,13249,1,1
3232151,43259,5,1
3407634,39921,10,1
518981,12020,37,0
1952086,5818,20,1
605924,43371,10,0
324298,7010,14,1
1366892,25134,15,0
703340,26620,2,0
973416,26971,14,1
507619,46979,1,1
2998773,21241,9,0
541351,24964,4,1
3138620,3550,20,0
2224360,26604,2,1
2734882,8490,2,1
844971,14486,2,1
1726189,10199,7,0
1795138,17835,14,1
2767858,24852,2,1
2842887,20518,2,1
1766175,34224,2,1
2717138,41665,20,1
75422,15902,6,0
2615789,14643,8,0
865557,13636,8,0
827965,22240,1,1
2952423,46906,28,1
2011275,28413,3,1
2919701,23198,9,0
2395881,24852,3,1
3106604,5729,13,0
681223,26648,7,0
2694549,935,1,1
769054,27395,6,1
1625210,13936,14,0
1791025,34668,5,1
2308457,39527,11,0
107791,13251,5,1
2130459,30117,14,1
1498754,3952,11,1
333675,33636,4,0
1122968,14651,8,0
784402,28535,27,1
987303,7450,8,1
2711728,27244,11,1
911033,36099,15,1
1836273,41372,7,0
764046,20608,19,1
1343454,45007,6,1
1343765,8475,2,1
1259354,5031,4,0
2033323,43295,13,1
1668944,32299,4,0
698006,37464,11,1
2194907,28289,14,1
2211325,15085,1,0
613632,8021,5,1
3410392,14992,12,1
3383166,14502,5,0
3174082,27156,9,1
3389335,14221,8,0
1405702,37718,10,1
2844916,37396,4,1
535782,45200,5,1
515920,5876,2,0
509230,41290,1,0
1613275,8638,8,0
2662617,48205,2,0
1276606,34166,12,0
216339,48395,3,0
3021602,27865,10,0
3336446,9339,6,0
492488,39993,1,1
1292357,49519,6,1
2116384,46522,26,0
1030205,26278,6,1
3386194,7253,4,1
1918664,35217,20,1
291405,27355,7,0
1536072,21267,20,1
1315367,40310,2,1
2023267,43565,4,1
2594552,30489,21,0
953115,39928,5,1
3197283,20406,1,0
2095755,28572,1,0
3359641,36550,2,0
3312758,24852,1,1
1941028,21137,20,1
2229827,7503,16,0
3325119,21709,14,1
3328555,5876,5,1
90664,3982,3,1
2904500,12980,15,0
3066277,23341,4,0
1192982,26706,18,0
520266,5068,3,0
663616,21137,4,0
2617312,31981,5,1
3266122,42617,2,0
2669609,12916,9,1
2007324,196,3,1
2300210,18208,4,1
503855,21137,11,1
742911,27398,3,0
1091562,33918,1,1
1321968,15599,8,1
2363259,24964,4,1
1308246,5876,10,0
649923,4920,7,0
667067,24852,3,1
3051020,4932,10,0
2784263,22174,17,0
2127964,32433,17,0
3147185,8952,18,1
2052683,39097,1,1
427847,21137,5,1
1256910,25340,6,0
2476055,24363,6,1
1481488,36186,6,1
2417386,6585,2,0
1224775,8707,3,0
1564474,19982,4,0
514357,40411,2,1
3042592,35951,8,1
2642798,48364,8,1
425886,4210,1,1
1997695,432,9,1
1268266,48287,5,0
537257,47008,11,0
828892,25890,3,1
2772271,24604,7,1
212738,44987,9,0
897931,32156,9,0
2122778,34648,7,0
1235807,45167,3,1
1408973,36865,10,1
2380116,5184,2,0
1720609,31506,13,0
679107,32047,16,0
754300,1695,7,1
128642,9550,2,1
3362315,31506,15,0
128683,5025,16,0
1195950,33731,4,1
2198471,17794,37,1
1805381,24838,1,0
334282,27531,5,1
1653881,1181,12,0
1501471,5961,5,0
2633068,25340,9,1
1488433,34214,2,0
43412,37940,5,1
941596,44562,6,1
857660,29553,7,0
378593,32052,2,1
1998048,27503,9,0
2785674,48697,3,0
1668224,6975,5,1
2382381,21463,2,0
1614149,35045,1,1
3329890,12955,8,1
2509200,47766,3,0
2153652,45441,3,0
2319441,4269,30,1
1955748,48034,20,1
690793,34419,17,0
1093424,24799,8,1
1782222,20178,3,1
155719,17021,13,0
1685696,40992,3,0
2196238,14086,6,0
3020308,43122,2,1
2260212,21903,9,0
1206452,19220,2,1
1094996,11913,11,0
3193573,6475,5,0
1188728,14867,12,1
3303960,38890,13,1
3255972,28646,4,0
477922,18926,12,1
1282620,1940,6,1
2247885,13870,15,0
883274,24852,3,1
1160880,21573,5,0
466891,28093,7,0
794199,34126,3,1
299928,45066,16,1
2050987,41338,10,1
2889633,32734,1,1
2765684,27985,1,1
155376,20015,5,0
242667,36393,11,1
1608958,35045,3,0
971849,7952,26,0
132605,46066,2,1
818693,18434,4,1
1899200,13176,5,1
1738630,31869,19,0
2285543,41276,1,0
3379858,23734,10,1
432765,31578,3,0
1786383,30746,17,1
1845855,3957,2,1
890315,3849,30,1
1590143,41319,25,0
358044,34148,7,1
2638859,14467,8,1
2080405,39112,11,1
1030122,48957,4,1
2140242,32864,12,1
2089869,5194,7,1
3394228,42768,21,1
2342936,28934,14,1
3136957,4920,7,1
2320846,39462,4,0
1936672,42265,9,0
89645,46372,2,1
2887022,20842,4,1
1295483,22474,6,0
1120512,42340,1,0
2073333,15649,12,1
2871737,7035,23,0
3057865,4485,1,1
2482152,33956,12,0
83152,18534,7,0
142555,45866,11,1
1657815,3296,5,0
3179809,12324,6,1
404971,278,30,0
2929096,33785,4,1
1372023,4210,1,1
2596484,26348,2,0
868968,21903,9,1
2048557,25425,8,0
3148114,47766,2,1
3003967,40706,6,0
2509103,5134,8,0
82601,23165,26,1
3335279,34126,10,1
2710387,10895,16,0
844251,9007,4,0
1080983,32691,3,1
2174028,34429,4,1
767241,29228,3,0
548291,25892,1,0
1925545,15100,6,0
1615970,34969,10,0
493318,22425,2,1
2828657,20977,6,0
2466634,19057,15,1
3187314,23848,14,0
1268718,41665,4,0
230187,45217,4,1
259765,26283,2,1
1341030,42557,12,1
1259944,21267,10,0
1472809,34519,8,0
2628673,1476,12,1
997230,46023,2,1
3217864,43920,4,1
110083,44514,8,1
432922,43295,4,0
1272115,5876,5,1
2724758,45,3,1
1008239,42615,13,1
2763755,10768,10,1
661880,2846,4,1
2433877,33897,6,1
851458,9595,21,1
3286687,28842,2,0
629283,17915,7,1
1460470,17429,2,1
949269,34287,1,0
155384,15680,2,1
978494,8859,4,0
1080780,24852,1,1
665324,31553,5,0
1818276,45066,6,0
76686,36675,5,1
1964951,18531,14,0
982128,32747,1,1
296475,9122,11,0
1449786,3849,2,0
1735109,46969,3,1
3089596,24891,1,1
2643126,26695,19,0
1071101,29223,6,0
1494917,36724,6,0
546571,32140,5,0
1680303,16589,6,0
2312331,9387,20,1
3076950,23288,12,1
1667636,43076,18,1
190027,16275,1,1
832639,40396,2,1
1082279,10644,1,0
1603855,43691,4,1
2685500,22952,1,0
2319044,35652,2,1
1780739,21137,4,1
2941425,5876,7,1
2635086,34024,8,0
553809,47740,18,1
2217533,18362,3,1
2436140,8571,1,1
820912,1416,4,1
1265166,12254,1,1
502024,29691,2,1
698723,8518,8,0
3039524,39275,4,1
2521252,23400,8,1
3097971,24852,2,1
1911286,7325,7,1
688187,12502,12,0
947470,37646,9,0
1076866,432,1,1
3338389,24024,2,0
425729,42611,1,0
2103795,8149,2,1
2684157,2091,6,1
847439,10749,7,1
1961362,42959,4,1
3092381,8193,3,0
2191826,17208,18,0
153925,10132,32,0
3171984,9534,18,0
3046727,47626,4,1
2585083,46758,17,0
698115,5022,3,1
8338,35989,10,0
2701096,2722,4,1
2982278,49520,4,1
277429,29694,22,0
2977873,22825,20,1
678162,6336,5,1
2629035,46667,10,1
1525585,15479,4,0
2884155,20022,1,0
1928679,29192,5,1
3205536,19173,6,0
1291566,42736,8,1
1505601,33957,5,0
2543899,27080,16,0
211914,37524,4,1
2282515,22247,15,1
3298576,39275,4,0
2835432,5450,5,0
2105354,41380,23,1
1046980,8851,10,1
1610683,46992,3,1
2991680,1999,12,0
2997832,13176,2,1
